Login,Ticket,Symbol,Type,Lots,Open Price,Close Price,S/L,T/P,SL Hit,TP Hit,Open Time,Close Time,Profit
60002,700027,EURUSD,sell,0.46,381.23,377.42,388.85,373.61,1,0,2026-06-07 09:00:00,2026-06-07 11:38:00,-232.08
60002,700028,GBPUSD,sell,0.33,196.72,194.75,200.65,192.79,1,0,2026-06-08 12:00:00,2026-06-08 17:41:00,-242.43
60002,700029,EURUSD,buy,0.56,963.24,953.61,943.98,982.5,1,0,2026-06-09 13:00:00,2026-06-09 18:08:00,-238.82
60002,700030,GBPUSD,sell,0.1,571.21,565.5,0,559.79,0,0,2026-06-10 09:00:00,2026-06-10 13:52:00,-174.66
60002,700031,BTCUSD,sell,0.18,1471.74,1457.02,0,1442.31,0,0,2026-06-11 14:00:00,2026-06-11 19:56:00,-161.54
60002,700032,EURUSD,buy,0.39,114.7,115.85,0,116.99,0,1,2026-06-12 11:00:00,2026-06-12 13:20:00,80.23
60002,700033,GBPUSD,buy,0.4,1883.25,1864.42,1845.59,1920.91,1,0,2026-06-13 15:00:00,2026-06-13 17:01:00,-214.53
60002,700034,BTCUSD,buy,0.41,633.42,627.09,0,646.09,0,0,2026-06-14 13:00:00,2026-06-14 18:27:00,-178.69
60002,700035,US30,sell,0.22,914.99,924.14,0,896.69,0,1,2026-06-15 14:00:00,2026-06-15 17:33:00,71.66
60002,700036,EURUSD,sell,0.41,427.1,422.83,435.64,418.56,1,0,2026-06-16 09:00:00,2026-06-16 14:35:00,-198.82
60002,700037,EURUSD,buy,0.28,1223.74,1235.98,0,1248.21,0,1,2026-06-17 11:00:00,2026-06-17 14:34:00,52.62
60002,700038,BTCUSD,buy,0.43,1877.92,1859.14,0,1915.48,0,0,2026-06-18 14:00:00,2026-06-18 15:53:00,-197.64
60003,700039,EURUSD,buy,0.24,1210.05,1222.15,1185.85,1234.25,0,1,2026-06-01 09:00:00,2026-06-01 10:01:00,22.0
60003,700040,GBPUSD,sell,0.18,185.5,183.65,189.21,181.79,1,0,2026-06-01 10:00:00,2026-06-01 10:31:00,-28.81
60003,700041,XAUUSD,buy,0.05,1959.62,1979.22,1920.43,1998.81,0,1,2026-06-01 11:00:00,2026-06-01 12:46:00,49.7
60003,700042,USDJPY,sell,0.19,1807.95,1826.03,1844.11,1771.79,0,1,2026-06-01 12:00:00,2026-06-01 13:53:00,20.03
60003,700043,XAUUSD,buy,0.16,1798.06,1780.08,1762.1,1834.02,1,0,2026-06-01 13:00:00,2026-06-01 14:11:00,-17.3
60003,700044,EURUSD,sell,0.1,708.0,700.92,722.16,693.84,1,0,2026-06-01 14:00:00,2026-06-01 14:38:00,-28.72
60003,700045,USDJPY,buy,0.28,1952.44,1932.92,1913.39,1991.49,1,0,2026-06-01 15:00:00,2026-06-01 15:45:00,-28.02
60003,700046,USDJPY,buy,0.09,1604.67,1588.62,1572.58,1636.76,1,0,2026-06-01 16:00:00,2026-06-01 17:17:00,-65.85
60003,700047,GBPUSD,sell,0.09,1744.46,1727.02,1779.35,1709.57,1,0,2026-06-01 17:00:00,2026-06-01 18:13:00,-53.57
60003,700048,GBPUSD,buy,0.25,1641.25,1624.84,1608.42,1674.08,1,0,2026-06-02 09:00:00,2026-06-02 10:04:00,-40.32
60003,700049,GBPUSD,buy,0.22,1728.84,1711.55,1694.26,1763.42,1,0,2026-06-02 10:00:00,2026-06-02 11:00:00,-36.92
60003,700050,XAUUSD,sell,0.21,662.97,656.34,676.23,649.71,1,0,2026-06-02 11:00:00,2026-06-02 12:33:00,-36.98
60003,700051,XAUUSD,buy,0.2,217.7,219.88,213.35,222.05,0,1,2026-06-02 12:00:00,2026-06-02 12:29:00,59.26
60003,700052,US30,sell,0.16,771.01,778.72,786.43,755.59,0,1,2026-06-02 13:00:00,2026-06-02 13:39:00,59.29
60003,700053,XAUUSD,buy,0.23,1374.03,1360.29,1346.55,1401.51,1,0,2026-06-02 14:00:00,2026-06-02 15:33:00,-15.09
60003,700054,US30,buy,0.14,1841.62,1823.2,1804.79,1878.45,1,0,2026-06-02 15:00:00,2026-06-02 16:50:00,-18.85
60003,700055,US30,buy,0.23,1334.12,1320.78,1307.44,1360.8,1,0,2026-06-02 16:00:00,2026-06-02 17:04:00,-31.52
60003,700056,US30,sell,0.19,1880.79,1899.6,1918.41,1843.17,0,1,2026-06-02 17:00:00,2026-06-02 18:50:00,23.63
60003,700057,GBPUSD,sell,0.15,574.54,568.79,586.03,563.05,1,0,2026-06-03 09:00:00,2026-06-03 10:03:00,-60.85
60003,700058,BTCUSD,sell,0.17,1022.84,1033.07,1043.3,1002.38,0,1,2026-06-03 10:00:00,2026-06-03 10:52:00,34.9
60003,700059,US30,buy,0.21,1266.25,1253.59,1240.92,1291.58,1,0,2026-06-03 11:00:00,2026-06-03 12:49:00,-30.61
60003,700060,GBPUSD,sell,0.11,93.38,94.31,95.25,91.51,0,1,2026-06-03 12:00:00,2026-06-03 12:28:00,23.96
60003,700061,BTCUSD,buy,0.16,389.68,385.78,381.89,397.47,1,0,2026-06-03 13:00:00,2026-06-03 14:38:00,-63.74
60003,700062,USDJPY,sell,0.11,1785.43,1767.58,1821.14,1749.72,1,0,2026-06-03 14:00:00,2026-06-03 14:25:00,-51.08
60003,700063,EURUSD,sell,0.1,1036.4,1026.04,1057.13,1015.67,1,0,2026-06-03 15:00:00,2026-06-03 16:54:00,-59.23
60003,700064,GBPUSD,buy,0.16,1062.73,1073.36,1041.48,1083.98,0,1,2026-06-03 16:00:00,2026-06-03 17:50:00,51.06
60003,700065,XAUUSD,sell,0.2,854.05,845.51,871.13,836.97,1,0,2026-06-03 17:00:00,2026-06-03 18:29:00,-54.56
60003,700066,USDJPY,buy,0.24,1503.8,1488.76,1473.72,1533.88,1,0,2026-06-04 09:00:00,2026-06-04 09:58:00,-41.11
60003,700067,XAUUSD,sell,0.21,1427.38,1413.11,1455.93,1398.83,1,0,2026-06-04 10:00:00,2026-06-04 10:34:00,-30.1
60003,700068,XAUUSD,sell,0.27,463.29,467.92,472.56,454.02,0,1,2026-06-04 11:00:00,2026-06-04 11:44:00,18.63
60003,700069,US30,buy,0.07,932.38,923.06,913.73,951.03,1,0,2026-06-04 12:00:00,2026-06-04 13:34:00,-37.42
60003,700070,USDJPY,sell,0.28,40.04,40.44,40.84,39.24,0,1,2026-06-04 13:00:00,2026-06-04 14:54:00,41.28
60003,700071,BTCUSD,sell,0.17,1507.2,1492.13,1537.34,1477.06,1,0,2026-06-04 14:00:00,2026-06-04 15:03:00,-66.85
60003,700072,USDJPY,buy,0.17,59.02,58.43,57.84,60.2,1,0,2026-06-04 15:00:00,2026-06-04 16:27:00,-30.01
60003,700073,US30,sell,0.23,1961.46,1981.07,2000.69,1922.23,0,1,2026-06-04 16:00:00,2026-06-04 16:41:00,52.82
60003,700074,USDJPY,buy,0.07,364.28,360.64,356.99,371.57,1,0,2026-06-04 17:00:00,2026-06-04 18:24:00,-38.57
60003,700075,XAUUSD,buy,0.16,557.23,562.8,546.09,568.37,0,1,2026-06-05 09:00:00,2026-06-05 10:13:00,30.19
60003,700076,USDJPY,sell,0.26,1079.3,1068.51,1100.89,1057.71,1,0,2026-06-05 10:00:00,2026-06-05 12:00:00,-40.87
60003,700077,XAUUSD,buy,0.21,81.48,80.67,79.85,83.11,1,0,2026-06-05 11:00:00,2026-06-05 12:48:00,-57.97
60003,700078,GBPUSD,buy,0.26,253.32,255.85,248.25,258.39,0,1,2026-06-05 12:00:00,2026-06-05 12:55:00,42.96
60003,700079,BTCUSD,buy,0.17,336.41,333.05,329.68,343.14,1,0,2026-06-05 13:00:00,2026-06-05 14:12:00,-29.09
60003,700080,US30,buy,0.24,217.09,214.92,212.75,221.43,1,0,2026-06-05 14:00:00,2026-06-05 15:04:00,-24.01
60003,700081,XAUUSD,sell,0.15,1184.6,1196.45,1208.29,1160.91,0,1,2026-06-05 15:00:00,2026-06-05 15:34:00,47.18
60003,700082,GBPUSD,buy,0.22,1201.22,1189.21,1177.2,1225.24,1,0,2026-06-05 16:00:00,2026-06-05 17:52:00,-31.59
60003,700083,BTCUSD,buy,0.14,138.84,140.23,136.06,141.62,0,1,2026-06-05 17:00:00,2026-06-05 18:12:00,34.28
60003,700084,EURUSD,sell,0.26,1271.53,1258.81,1296.96,1246.1,1,0,2026-06-06 09:00:00,2026-06-06 10:11:00,-20.8
60003,700085,US30,buy,0.16,540.89,535.48,530.07,551.71,1,0,2026-06-06 10:00:00,2026-06-06 11:48:00,-55.36
60003,700086,BTCUSD,sell,0.17,537.52,532.14,548.27,526.77,1,0,2026-06-06 11:00:00,2026-06-06 12:40:00,-60.42
60003,700087,EURUSD,sell,0.27,1140.13,1128.73,1162.93,1117.33,1,0,2026-06-06 12:00:00,2026-06-06 13:24:00,-28.41
60003,700088,XAUUSD,buy,0.17,425.03,420.78,416.53,433.53,1,0,2026-06-06 13:00:00,2026-06-06 14:27:00,-32.88
60003,700089,XAUUSD,sell,0.27,1112.03,1100.91,1134.27,1089.79,1,0,2026-06-06 14:00:00,2026-06-06 15:00:00,-53.57
60003,700090,GBPUSD,buy,0.11,1516.57,1501.4,1486.24,1546.9,1,0,2026-06-06 15:00:00,2026-06-06 16:36:00,-37.35
60003,700091,US30,sell,0.16,443.97,439.53,452.85,435.09,1,0,2026-06-06 16:00:00,2026-06-06 17:02:00,-15.95
60003,700092,XAUUSD,sell,0.17,1993.27,1973.34,2033.14,1953.4,1,0,2026-06-06 17:00:00,2026-06-06 18:19:00,-44.2
60004,700093,US30,sell,0.21,631.78,625.46,644.42,619.14,1,0,2026-06-01 11:00:00,2026-06-01 13:23:00,-110.17
60004,700094,US30,buy,0.18,1961.04,1941.43,1921.82,2000.26,1,0,2026-06-02 15:00:00,2026-06-02 18:09:00,-168.63
60004,700095,GBPUSD,sell,0.17,91.99,91.07,0,90.15,0,0,2026-06-03 11:00:00,2026-06-03 14:05:00,-81.7
60004,700096,US30,buy,0.36,1148.55,1160.04,1125.58,1171.52,0,1,2026-06-04 11:00:00,2026-06-04 11:51:00,125.28
60004,700097,XAUUSD,buy,0.49,1644.41,1627.97,0,1677.3,0,0,2026-06-05 12:00:00,2026-06-05 13:43:00,-110.3
60004,700098,BTCUSD,buy,0.16,1987.84,2007.72,0,2027.6,0,1,2026-06-06 09:00:00,2026-06-06 10:28:00,131.11
60004,700099,USDJPY,buy,0.41,1720.47,1737.67,0,1754.88,0,1,2026-06-07 15:00:00,2026-06-07 18:17:00,88.04
60004,700100,BTCUSD,buy,0.34,1251.4,1238.89,0,1276.43,0,0,2026-06-08 11:00:00,2026-06-08 13:31:00,-168.81
60004,700101,GBPUSD,buy,0.17,1379.05,1392.84,1351.47,1406.63,0,1,2026-06-09 09:00:00,2026-06-09 13:35:00,57.51
60004,700102,GBPUSD,sell,0.38,1847.9,1829.42,0,1810.94,0,0,2026-06-10 09:00:00,2026-06-10 11:44:00,-164.36
60004,700103,BTCUSD,buy,0.27,1653.44,1636.91,0,1686.51,0,0,2026-06-11 14:00:00,2026-06-11 17:01:00,-145.35
60004,700104,XAUUSD,sell,0.28,1885.41,1904.26,1923.12,1847.7,0,1,2026-06-12 10:00:00,2026-06-12 14:11:00,96.87
60004,700105,USDJPY,buy,0.34,52.7,52.17,0,53.75,0,0,2026-06-13 12:00:00,2026-06-13 14:53:00,-186.73
60004,700106,BTCUSD,buy,0.5,1526.45,1541.71,1495.92,1556.98,0,1,2026-06-14 14:00:00,2026-06-14 15:05:00,117.23
60005,700107,USDJPY,sell,0.37,872.33,863.61,889.78,854.88,1,0,2026-06-01 10:00:00,2026-06-01 13:29:00,-34.59
60005,700108,USDJPY,buy,0.24,1340.6,1327.19,1313.79,1367.41,1,0,2026-06-02 15:00:00,2026-06-02 17:22:00,-2.83
60005,700109,GBPUSD,sell,0.22,1890.44,1909.34,1928.25,1852.63,0,1,2026-06-03 15:00:00,2026-06-03 18:49:00,9.37
60005,700110,BTCUSD,buy,0.24,232.73,230.4,228.08,237.38,1,0,2026-06-04 15:00:00,2026-06-04 17:22:00,-15.97
60005,700111,USDJPY,buy,0.3,109.35,110.44,107.16,111.54,0,1,2026-06-05 15:00:00,2026-06-05 17:45:00,15.96
60005,700112,XAUUSD,sell,0.29,534.85,540.2,545.55,524.15,0,1,2026-06-06 13:00:00,2026-06-06 14:52:00,46.4
60005,700113,XAUUSD,sell,0.36,1946.32,1965.78,1985.25,1907.39,0,1,2026-06-07 10:00:00,2026-06-07 11:07:00,7.86
60005,700114,GBPUSD,buy,0.19,187.33,185.46,183.58,191.08,1,0,2026-06-08 13:00:00,2026-06-08 15:44:00,-58.09
60005,700115,EURUSD,sell,0.38,997.25,1007.22,1017.2,977.3,0,1,2026-06-09 15:00:00,2026-06-09 16:39:00,30.68
60005,700116,XAUUSD,sell,0.22,488.22,493.1,497.98,478.46,0,1,2026-06-10 14:00:00,2026-06-10 17:00:00,7.55
60006,700117,XAUUSD,sell,0.79,1728.19,1710.91,0,1693.63,0,0,2026-06-01 13:00:00,2026-06-01 14:04:00,-539.75
60006,700118,BTCUSD,sell,1.9,1452.38,1437.86,0,1423.33,0,0,2026-06-02 11:00:00,2026-06-02 12:42:00,-503.1
60006,700119,US30,sell,1.8,1104.28,1093.24,0,1082.19,0,0,2026-06-03 15:00:00,2026-06-03 16:55:00,-478.62
60006,700120,BTCUSD,sell,1.9,1144.02,1132.58,0,1121.14,0,0,2026-06-04 13:00:00,2026-06-04 14:31:00,-647.84
60006,700121,BTCUSD,buy,0.98,772.77,765.04,0,788.23,0,0,2026-06-05 10:00:00,2026-06-05 12:07:00,-489.19
60006,700122,US30,buy,1.24,664.66,658.01,0,677.95,0,0,2026-06-06 14:00:00,2026-06-06 17:01:00,-314.81
60006,700123,BTCUSD,buy,1.29,1742.0,1724.58,0,1776.84,0,0,2026-06-07 09:00:00,2026-06-07 11:14:00,-482.77
60006,700124,XAUUSD,sell,1.67,1300.02,1287.02,0,1274.02,0,0,2026-06-08 10:00:00,2026-06-08 12:11:00,-406.01
60006,700125,BTCUSD,sell,1.93,1744.89,1727.44,0,1709.99,0,0,2026-06-09 15:00:00,2026-06-09 17:34:00,-550.72
60006,700126,US30,buy,0.85,1493.79,1478.85,1463.91,1523.67,1,0,2026-06-10 09:00:00,2026-06-10 10:28:00,-573.76
60006,700127,XAUUSD,buy,1.17,649.42,642.93,0,662.41,0,0,2026-06-11 12:00:00,2026-06-11 12:41:00,-577.6
60006,700128,BTCUSD,sell,1.06,1363.92,1350.28,0,1336.64,0,0,2026-06-12 09:00:00,2026-06-12 11:54:00,-358.23
60006,700129,BTCUSD,buy,2.0,360.93,357.32,0,368.15,0,0,2026-06-06 21:00:00,2026-06-06 22:30:00,-1850.0
